kmr,kr,fitness
3.000000,2.000000,-569.600000
3.000000,3.000000,-566.900000
3.000000,4.000000,-564.200000
3.000000,5.000000,-561.500000
3.000000,6.000000,-558.810000
3.000000,7.000000,-556.110000
3.000000,8.000000,-553.430000
3.000000,9.000000,-550.760000
3.000000,10.000000,-548.110000
3.000000,11.000000,-545.480000
3.000000,12.000000,-542.870000
3.000000,13.000000,-540.330000
3.000000,14.000000,-537.810000
3.000000,15.000000,-535.350000
3.000000,16.000000,-532.950000
3.000000,17.000000,-530.600000
3.000000,18.000000,-528.320000
3.000000,19.000000,-526.110000
3.000000,20.000000,-523.970000
3.000000,21.000000,-521.910000
3.000000,22.000000,-519.910000
3.000000,23.000000,-518.000000
3.000000,24.000000,-516.150000
3.000000,25.000000,-514.380000
3.000000,26.000000,-512.690000
3.000000,27.000000,-511.060000
3.000000,28.000000,-509.510000
3.000000,29.000000,-508.020000
3.000000,30.000000,-506.600000
3.000000,31.000000,-505.240000
3.000000,32.000000,-503.950000
3.000000,33.000000,-502.710000
3.000000,34.000000,-501.540000
3.000000,35.000000,-500.420000
3.000000,36.000000,-499.350000
3.000000,37.000000,-498.330000
3.000000,38.000000,-497.360000
3.000000,39.000000,-496.430000
3.000000,40.000000,-495.550000
3.000000,41.000000,-494.710000
3.000000,42.000000,-493.910000
3.000000,43.000000,-493.150000
3.000000,44.000000,-492.420000
3.000000,45.000000,-491.720000
3.000000,46.000000,-491.060000
3.000000,47.000000,-490.420000
3.000000,48.000000,-489.810000
3.000000,49.000000,-489.230000
3.000000,50.000000,-488.670000
3.000000,51.000000,-488.130000
3.000000,52.000000,-487.610000
3.000000,53.000000,-487.120000
3.000000,54.000000,-486.640000
3.000000,55.000000,-486.170000
3.000000,56.000000,-485.720000
3.000000,57.000000,-485.290000
3.000000,58.000000,-484.870000
3.000000,59.000000,-484.460000
3.000000,60.000000,-484.060000
3.000000,61.000000,-483.670000
3.000000,62.000000,-483.290000
3.000000,63.000000,-482.920000
3.000000,64.000000,-482.560000
3.000000,65.000000,-482.200000
3.000000,66.000000,-481.840000
3.000000,67.000000,-481.490000
3.000000,68.000000,-481.150000
3.000000,69.000000,-480.800000
3.000000,70.000000,-480.460000
3.000000,71.000000,-480.120000
3.000000,72.000000,-479.790000
3.000000,73.000000,-479.450000
3.000000,74.000000,-479.110000
3.000000,75.000000,-478.780000
3.000000,76.000000,-478.440000
3.000000,77.000000,-478.100000
3.000000,78.000000,-477.760000
3.000000,79.000000,-477.420000
3.000000,80.000000,-477.070000
3.000000,81.000000,-476.720000
3.000000,82.000000,-476.370000
3.000000,83.000000,-476.010000
3.000000,84.000000,-475.650000
3.000000,85.000000,-475.290000
3.000000,86.000000,-474.920000
3.000000,87.000000,-474.550000
3.000000,88.000000,-474.170000
3.000000,89.000000,-473.790000
3.000000,90.000000,-473.400000
3.000000,91.000000,-473.010000
3.000000,92.000000,-472.610000
3.000000,93.000000,-472.200000
3.000000,94.000000,-471.790000
3.000000,95.000000,-471.370000
3.000000,96.000000,-470.940000
3.000000,97.000000,-470.510000
3.000000,98.000000,-470.070000
3.000000,99.000000,-469.630000
3.000000,100.000000,-469.180000
4.000000,1.000000,-571.400000
4.000000,2.000000,-567.800000
4.000000,3.000000,-564.200000
4.000000,4.000000,-560.600000
4.000000,5.000000,-557.000000
4.000000,6.000000,-553.410000
4.000000,7.000000,-549.820000
4.000000,8.000000,-546.250000
4.000000,9.000000,-542.700000
4.000000,10.000000,-539.170000
4.000000,11.000000,-535.690000
4.000000,12.000000,-532.250000
4.000000,13.000000,-528.880000
4.000000,14.000000,-525.570000
4.000000,15.000000,-522.340000
4.000000,16.000000,-519.200000
4.000000,17.000000,-516.150000
4.000000,18.000000,-513.200000
4.000000,19.000000,-510.360000
4.000000,20.000000,-507.620000
4.000000,21.000000,-504.990000
4.000000,22.000000,-502.470000
4.000000,23.000000,-500.060000
4.000000,24.000000,-497.750000
4.000000,25.000000,-495.560000
4.000000,26.000000,-493.470000
4.000000,27.000000,-491.480000
4.000000,28.000000,-489.600000
4.000000,29.000000,-487.810000
4.000000,30.000000,-486.120000
4.000000,31.000000,-484.510000
4.000000,32.000000,-483.000000
4.000000,33.000000,-481.570000
4.000000,34.000000,-480.210000
4.000000,35.000000,-478.940000
4.000000,36.000000,-477.730000
4.000000,37.000000,-476.590000
4.000000,38.000000,-475.520000
4.000000,39.000000,-474.510000
4.000000,40.000000,-473.560000
4.000000,41.000000,-472.660000
4.000000,42.000000,-471.810000
4.000000,43.000000,-471.010000
4.000000,44.000000,-470.260000
4.000000,45.000000,-469.540000
4.000000,46.000000,-468.870000
4.000000,47.000000,-468.230000
4.000000,48.000000,-467.630000
4.000000,49.000000,-467.060000
4.000000,50.000000,-466.510000
4.000000,51.000000,-465.990000
4.000000,52.000000,-465.500000
4.000000,53.000000,-465.030000
4.000000,54.000000,-464.580000
4.000000,55.000000,-464.150000
4.000000,56.000000,-463.730000
4.000000,57.000000,-463.330000
4.000000,58.000000,-462.940000
4.000000,59.000000,-462.570000
4.000000,60.000000,-462.200000
4.000000,61.000000,-461.840000
4.000000,62.000000,-461.490000
4.000000,63.000000,-461.150000
4.000000,64.000000,-460.810000
4.000000,65.000000,-460.480000
4.000000,66.000000,-460.150000
4.000000,67.000000,-459.820000
4.000000,68.000000,-459.490000
4.000000,69.000000,-459.160000
4.000000,70.000000,-458.830000
4.000000,71.000000,-458.500000
4.000000,72.000000,-458.170000
4.000000,73.000000,-457.830000
4.000000,74.000000,-457.490000
4.000000,75.000000,-457.140000
4.000000,76.000000,-456.790000
4.000000,77.000000,-456.440000
4.000000,78.000000,-456.080000
4.000000,79.000000,-455.710000
4.000000,80.000000,-455.330000
4.000000,81.000000,-454.950000
4.000000,82.000000,-454.560000
4.000000,83.000000,-454.160000
4.000000,84.000000,-453.750000
4.000000,85.000000,-453.330000
4.000000,86.000000,-452.900000
4.000000,87.000000,-452.460000
4.000000,88.000000,-452.020000
4.000000,89.000000,-451.560000
4.000000,90.000000,-451.090000
4.000000,91.000000,-450.610000
4.000000,92.000000,-450.120000
4.000000,93.000000,-449.620000
4.000000,94.000000,-448.870000
4.000000,95.000000,-448.580000
4.000000,96.000000,-448.040000
4.000000,97.000000,-447.500000
4.000000,98.000000,-446.940000
4.000000,99.000000,-446.360000
4.000000,100.000000,-445.780000
5.000000,1.000000,-570.500000
5.000000,2.000000,-566.000000
5.000000,3.000000,-561.500000
5.000000,4.000000,-557.000000
5.000000,5.000000,-552.500000
5.000000,6.000000,-548.010000
5.000000,7.000000,-543.530000
5.000000,8.000000,-539.070000
5.000000,9.000000,-534.640000
5.000000,10.000000,-530.260000
5.000000,11.000000,-525.930000
5.000000,12.000000,-521.670000
5.000000,13.000000,-517.500000
5.000000,14.000000,-513.420000
5.000000,15.000000,-509.460000
5.000000,16.000000,-505.630000
5.000000,17.000000,-501.920000
5.000000,18.000000,-498.360000
5.000000,19.000000,-494.940000
5.000000,20.000000,-491.660000
5.000000,21.000000,-488.540000
5.000000,22.000000,-485.570000
5.000000,23.000000,-482.750000
5.000000,24.000000,-480.070000
5.000000,25.000000,-477.550000
5.000000,26.000000,-475.160000
5.000000,27.000000,-472.910000
5.000000,28.000000,-470.800000
5.000000,29.000000,-468.810000
5.000000,30.000000,-466.950000
5.000000,31.000000,-465.210000
5.000000,32.000000,-463.580000
5.000000,33.000000,-462.050000
5.000000,34.000000,-460.630000
5.000000,35.000000,-459.310000
5.000000,36.000000,-458.070000
5.000000,37.000000,-456.920000
5.000000,38.000000,-455.850000
5.000000,39.000000,-454.860000
5.000000,40.000000,-453.940000
5.000000,41.000000,-453.080000
5.000000,42.000000,-452.290000
5.000000,43.000000,-451.550000
5.000000,44.000000,-450.860000
5.000000,45.000000,-450.220000
5.000000,46.000000,-449.630000
5.000000,47.000000,-449.080000
5.000000,48.000000,-448.570000
5.000000,49.000000,-448.090000
5.000000,50.000000,-447.640000
5.000000,51.000000,-447.220000
5.000000,52.000000,-446.830000
5.000000,53.000000,-446.460000
5.000000,54.000000,-446.100000
5.000000,55.000000,-445.770000
5.000000,56.000000,-445.450000
5.000000,57.000000,-445.140000
5.000000,58.000000,-444.850000
5.000000,59.000000,-444.560000
5.000000,60.000000,-444.280000
5.000000,61.000000,-444.010000
5.000000,62.000000,-443.740000
5.000000,63.000000,-443.470000
5.000000,64.000000,-443.200000
5.000000,65.000000,-442.930000
5.000000,66.000000,-442.660000
5.000000,67.000000,-442.390000
5.000000,68.000000,-442.110000
5.000000,69.000000,-441.830000
5.000000,70.000000,-441.540000
5.000000,71.000000,-441.240000
5.000000,72.000000,-440.940000
5.000000,73.000000,-440.620000
5.000000,74.000000,-440.290000
5.000000,75.000000,-439.960000
5.000000,76.000000,-439.610000
5.000000,77.000000,-439.250000
5.000000,78.000000,-438.880000
5.000000,79.000000,-438.490000
5.000000,80.000000,-438.090000
5.000000,81.000000,-437.680000
5.000000,82.000000,-437.250000
5.000000,83.000000,-436.810000
5.000000,84.000000,-436.350000
5.000000,85.000000,-435.870000
5.000000,86.000000,-435.380000
5.000000,87.000000,-434.870000
5.000000,88.000000,-434.340000
5.000000,89.000000,-433.800000
5.000000,90.000000,-433.240000
5.000000,91.000000,-432.660000
5.000000,92.000000,-432.070000
5.000000,93.000000,-431.450000
5.000000,94.000000,-430.820000
5.000000,95.000000,-430.170000
5.000000,96.000000,-429.500000
5.000000,97.000000,-428.820000
5.000000,98.000000,-428.110000
5.000000,99.000000,-427.390000
5.000000,100.000000,-426.640000
6.000000,1.000000,-569.600000
6.000000,2.000000,-564.200000
6.000000,3.000000,-558.800000
6.000000,4.000000,-553.400000
6.000000,5.000000,-548.010000
6.000000,6.000000,-542.620000
6.000000,7.000000,-537.250000
6.000000,8.000000,-531.910000
6.000000,9.000000,-526.600000
6.000000,10.000000,-521.360000
6.000000,11.000000,-516.200000
6.000000,12.000000,-511.140000
6.000000,13.000000,-506.190000
6.000000,14.000000,-501.390000
6.000000,15.000000,-496.740000
6.000000,16.000000,-492.250000
6.000000,17.000000,-487.940000
6.000000,18.000000,-483.820000
6.000000,19.000000,-479.890000
6.000000,20.000000,-476.160000
6.000000,21.000000,-472.620000
6.000000,22.000000,-469.280000
6.000000,23.000000,-466.140000
6.000000,24.000000,-463.180000
6.000000,25.000000,-460.420000
6.000000,26.000000,-457.830000
6.000000,27.000000,-455.420000
6.000000,28.000000,-453.180000
6.000000,29.000000,-451.100000
6.000000,30.000000,-449.180000
6.000000,31.000000,-447.400000
6.000000,32.000000,-445.760000
6.000000,33.000000,-444.250000
6.000000,34.000000,-442.860000
6.000000,35.000000,-441.590000
6.000000,36.000000,-440.430000
6.000000,37.000000,-439.370000
6.000000,38.000000,-438.400000
6.000000,39.000000,-437.520000
6.000000,40.000000,-436.720000
6.000000,41.000000,-436.000000
6.000000,42.000000,-435.350000
6.000000,43.000000,-434.760000
6.000000,44.000000,-434.220000
6.000000,45.000000,-433.740000
6.000000,46.000000,-433.310000
6.000000,47.000000,-432.920000
6.000000,48.000000,-432.570000
6.000000,49.000000,-432.260000
6.000000,50.000000,-431.970000
6.000000,51.000000,-431.710000
6.000000,52.000000,-431.480000
6.000000,53.000000,-431.260000
6.000000,54.000000,-431.060000
6.000000,55.000000,-430.870000
6.000000,56.000000,-430.700000
6.000000,57.000000,-430.530000
6.000000,58.000000,-430.370000
6.000000,59.000000,-430.210000
6.000000,60.000000,-430.060000
6.000000,61.000000,-429.900000
6.000000,62.000000,-429.740000
6.000000,63.000000,-429.570000
6.000000,64.000000,-429.400000
6.000000,65.000000,-429.220000
6.000000,66.000000,-429.030000
6.000000,67.000000,-428.820000
6.000000,68.000000,-428.610000
6.000000,69.000000,-428.380000
6.000000,70.000000,-428.140000
6.000000,71.000000,-427.880000
6.000000,72.000000,-427.610000
6.000000,73.000000,-427.320000
6.000000,74.000000,-427.000000
6.000000,75.000000,-426.670000
6.000000,76.000000,-426.320000
6.000000,77.000000,-425.950000
6.000000,78.000000,-425.560000
6.000000,79.000000,-425.150000
6.000000,80.000000,-424.710000
6.000000,81.000000,-424.250000
6.000000,82.000000,-423.770000
6.000000,83.000000,-423.260000
6.000000,84.000000,-422.730000
6.000000,85.000000,-422.170000
6.000000,86.000000,-421.590000
6.000000,87.000000,-420.990000
6.000000,88.000000,-420.360000
6.000000,89.000000,-419.700000
6.000000,90.000000,-419.020000
6.000000,91.000000,-418.310000
6.000000,92.000000,-417.580000
6.000000,93.000000,-416.820000
6.000000,94.000000,-416.030000
6.000000,95.000000,-415.220000
6.000000,96.000000,-414.380000
6.000000,97.000000,-413.510000
6.000000,98.000000,-412.620000
6.000000,99.000000,-411.700000
6.000000,100.000000,-410.760000
7.000000,1.000000,-568.700000
7.000000,2.000000,-562.400000
7.000000,3.000000,-556.100000
7.000000,4.000000,-549.800000
7.000000,5.000000,-543.510000
7.000000,6.000000,-537.230000
7.000000,7.000000,-530.970000
7.000000,8.000000,-524.740000
7.000000,9.000000,-518.580000
7.000000,10.000000,-512.490000
7.000000,11.000000,-506.520000
7.000000,12.000000,-500.670000
7.000000,13.000000,-494.990000
7.000000,14.000000,-489.470000
7.000000,15.000000,-484.180000
7.000000,16.000000,-479.090000
7.000000,17.000000,-474.240000
7.000000,18.000000,-469.620000
7.000000,19.000000,-465.260000
7.000000,20.000000,-461.140000
7.000000,21.000000,-457.270000
7.000000,22.000000,-453.650000
7.000000,23.000000,-450.280000
7.000000,24.000000,-447.140000
7.000000,25.000000,-444.230000
7.000000,26.000000,-441.550000
7.000000,27.000000,-439.080000
7.000000,28.000000,-436.820000
7.000000,29.000000,-434.750000
7.000000,30.000000,-432.860000
7.000000,31.000000,-431.150000
7.000000,32.000000,-429.600000
7.000000,33.000000,-428.210000
7.000000,34.000000,-426.950000
7.000000,35.000000,-425.840000
7.000000,36.000000,-424.840000
7.000000,37.000000,-423.960000
7.000000,38.000000,-423.190000
7.000000,39.000000,-422.510000
7.000000,40.000000,-421.920000
7.000000,41.000000,-421.410000
7.000000,42.000000,-420.980000
7.000000,43.000000,-420.610000
7.000000,44.000000,-420.300000
7.000000,45.000000,-420.050000
7.000000,46.000000,-419.840000
7.000000,47.000000,-419.670000
7.000000,48.000000,-419.540000
7.000000,49.000000,-419.430000
7.000000,50.000000,-419.360000
7.000000,51.000000,-419.310000
7.000000,52.000000,-419.280000
7.000000,53.000000,-419.260000
7.000000,54.000000,-419.250000
7.000000,55.000000,-419.250000
7.000000,56.000000,-419.250000
7.000000,57.000000,-419.250000
7.000000,58.000000,-419.250000
7.000000,59.000000,-419.230000
7.000000,60.000000,-419.220000
7.000000,61.000000,-419.190000
7.000000,62.000000,-419.150000
7.000000,63.000000,-419.090000
7.000000,64.000000,-419.020000
7.000000,65.000000,-418.930000
7.000000,66.000000,-418.820000
7.000000,67.000000,-418.690000
7.000000,68.000000,-418.540000
7.000000,69.000000,-418.360000
7.000000,70.000000,-418.150000
7.000000,71.000000,-417.920000
7.000000,72.000000,-417.660000
7.000000,73.000000,-417.380000
7.000000,74.000000,-417.060000
7.000000,75.000000,-416.720000
7.000000,76.000000,-416.340000
7.000000,77.000000,-415.930000
7.000000,78.000000,-415.500000
7.000000,79.000000,-415.020000
7.000000,80.000000,-414.520000
7.000000,81.000000,-413.980000
7.000000,82.000000,-413.410000
7.000000,83.000000,-412.800000
7.000000,84.000000,-412.170000
7.000000,85.000000,-411.490000
7.000000,86.000000,-410.780000
7.000000,87.000000,-410.040000
7.000000,88.000000,-409.260000
7.000000,89.000000,-408.440000
7.000000,90.000000,-407.590000
7.000000,91.000000,-406.710000
7.000000,92.000000,-405.790000
7.000000,93.000000,-404.830000
7.000000,94.000000,-403.840000
7.000000,95.000000,-402.820000
7.000000,96.000000,-401.750000
7.000000,97.000000,-400.660000
7.000000,98.000000,-399.520000
7.000000,99.000000,-398.360000
7.000000,100.000000,-397.150000
8.000000,1.000000,-567.800000
8.000000,2.000000,-560.600000
8.000000,3.000000,-553.400000
8.000000,4.000000,-546.200000
8.000000,5.000000,-539.010000
8.000000,6.000000,-531.840000
8.000000,7.000000,-524.690000
8.000000,8.000000,-517.590000
8.000000,9.000000,-510.570000
8.000000,10.000000,-503.660000
8.000000,11.000000,-496.880000
8.000000,12.000000,-490.280000
8.000000,13.000000,-483.880000
8.000000,14.000000,-477.720000
8.000000,15.000000,-471.810000
8.000000,16.000000,-466.180000
8.000000,17.000000,-460.840000
8.000000,18.000000,-455.810000
8.000000,19.000000,-451.080000
8.000000,20.000000,-446.660000
8.000000,21.000000,-442.540000
8.000000,22.000000,-438.740000
8.000000,23.000000,-435.230000
8.000000,24.000000,-432.000000
8.000000,25.000000,-429.060000
8.000000,26.000000,-426.380000
8.000000,27.000000,-423.950000
8.000000,28.000000,-421.770000
8.000000,29.000000,-419.810000
8.000000,30.000000,-418.060000
8.000000,31.000000,-416.520000
8.000000,32.000000,-415.160000
8.000000,33.000000,-413.970000
8.000000,34.000000,-412.950000
8.000000,35.000000,-412.070000
8.000000,36.000000,-411.330000
8.000000,37.000000,-410.720000
8.000000,38.000000,-410.210000
8.000000,39.000000,-409.810000
8.000000,40.000000,-409.510000
8.000000,41.000000,-409.280000
8.000000,42.000000,-409.130000
8.000000,43.000000,-409.050000
8.000000,44.000000,-409.030000
8.000000,45.000000,-409.050000
8.000000,46.000000,-409.120000
8.000000,47.000000,-409.220000
8.000000,48.000000,-409.350000
8.000000,49.000000,-409.510000
8.000000,50.000000,-409.680000
8.000000,51.000000,-409.870000
8.000000,52.000000,-410.060000
8.000000,53.000000,-410.260000
8.000000,54.000000,-410.460000
8.000000,55.000000,-410.660000
8.000000,56.000000,-410.840000
8.000000,57.000000,-411.020000
8.000000,58.000000,-411.180000
8.000000,59.000000,-411.320000
8.000000,60.000000,-411.440000
8.000000,61.000000,-411.540000
8.000000,62.000000,-411.610000
8.000000,63.000000,-411.660000
8.000000,64.000000,-411.670000
8.000000,65.000000,-411.660000
8.000000,66.000000,-411.610000
8.000000,67.000000,-411.530000
8.000000,68.000000,-411.410000
8.000000,69.000000,-411.260000
8.000000,70.000000,-411.070000
8.000000,71.000000,-410.840000
8.000000,72.000000,-410.560000
8.000000,73.000000,-410.250000
8.000000,74.000000,-409.900000
8.000000,75.000000,-409.500000
8.000000,76.000000,-409.060000
8.000000,77.000000,-408.570000
8.000000,78.000000,-408.050000
8.000000,79.000000,-407.470000
8.000000,80.000000,-406.850000
8.000000,81.000000,-406.190000
8.000000,82.000000,-405.480000
8.000000,83.000000,-404.730000
8.000000,84.000000,-403.930000
8.000000,85.000000,-403.080000
8.000000,86.000000,-402.190000
8.000000,87.000000,-401.250000
8.000000,88.000000,-400.270000
8.000000,89.000000,-399.240000
8.000000,90.000000,-398.160000
8.000000,91.000000,-397.040000
8.000000,92.000000,-395.870000
8.000000,93.000000,-394.660000
8.000000,94.000000,-393.400000
8.000000,95.000000,-392.100000
8.000000,96.000000,-390.750000
8.000000,97.000000,-389.350000
8.000000,98.000000,-387.910000
8.000000,99.000000,-386.430000
8.000000,100.000000,-384.900000
9.000000,1.000000,-566.900000
9.000000,2.000000,-558.800000
9.000000,3.000000,-550.700000
9.000000,4.000000,-542.600000
9.000000,5.000000,-534.520000
9.000000,6.000000,-526.450000
9.000000,7.000000,-518.420000
9.000000,8.000000,-510.450000
9.000000,9.000000,-502.580000
9.000000,10.000000,-494.850000
9.000000,11.000000,-487.300000
9.000000,12.000000,-479.970000
9.000000,13.000000,-472.900000
9.000000,14.000000,-466.120000
9.000000,15.000000,-459.660000
9.000000,16.000000,-453.540000
9.000000,17.000000,-447.790000
9.000000,18.000000,-442.400000
9.000000,19.000000,-437.390000
9.000000,20.000000,-432.750000
9.000000,21.000000,-428.490000
9.000000,22.000000,-424.590000
9.000000,23.000000,-421.040000
9.000000,24.000000,-417.830000
9.000000,25.000000,-414.940000
9.000000,26.000000,-412.370000
9.000000,27.000000,-410.080000
9.000000,28.000000,-408.070000
9.000000,29.000000,-406.330000
9.000000,30.000000,-404.820000
9.000000,31.000000,-403.530000
9.000000,32.000000,-402.460000
9.000000,33.000000,-401.570000
9.000000,34.000000,-400.860000
9.000000,35.000000,-400.310000
9.000000,36.000000,-399.900000
9.000000,37.000000,-399.620000
9.000000,38.000000,-399.460000
9.000000,39.000000,-399.400000
9.000000,40.000000,-399.440000
9.000000,41.000000,-399.560000
9.000000,42.000000,-399.740000
9.000000,43.000000,-399.990000
9.000000,44.000000,-400.290000
9.000000,45.000000,-400.630000
9.000000,46.000000,-401.010000
9.000000,47.000000,-401.410000
9.000000,48.000000,-401.830000
9.000000,49.000000,-402.270000
9.000000,50.000000,-402.710000
9.000000,51.000000,-403.150000
9.000000,52.000000,-403.580000
9.000000,53.000000,-404.010000
9.000000,54.000000,-404.420000
9.000000,55.000000,-404.810000
9.000000,56.000000,-405.180000
9.000000,57.000000,-405.520000
9.000000,58.000000,-405.830000
9.000000,59.000000,-406.110000
9.000000,60.000000,-406.360000
9.000000,61.000000,-406.560000
9.000000,62.000000,-406.730000
9.000000,63.000000,-406.850000
9.000000,64.000000,-406.930000
9.000000,65.000000,-406.960000
9.000000,66.000000,-406.940000
9.000000,67.000000,-406.880000
9.000000,68.000000,-406.760000
9.000000,69.000000,-406.590000
9.000000,70.000000,-406.370000
9.000000,71.000000,-406.090000
9.000000,72.000000,-405.760000
